"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"HCLTECH","EQ","02-Sep-2016","        783.80","        786.95","        787.50","        779.10","        783.00","        784.55","        783.59","    1131826","           886884020.50","      41301"
"HCLTECH","EQ","06-Sep-2016","        784.55","        780.25","        788.30","        774.70","        786.90","        785.60","        780.95","    1522299","          1188845780.45","      75207"
"HCLTECH","EQ","07-Sep-2016","        785.60","        791.90","        807.00","        783.00","        784.50","        787.10","        795.36","    1789682","          1423447269.55","      53502"
"HCLTECH","EQ","08-Sep-2016","        787.10","        781.50","        781.90","        750.50","        772.00","        773.95","        768.95","    2579366","          1983395281.65","      99516"
"HCLTECH","EQ","09-Sep-2016","        773.95","        774.00","        789.50","        773.00","        778.00","        780.55","        783.53","    1467060","          1149481824.65","      62193"
"HCLTECH","EQ","12-Sep-2016","        780.55","        772.00","        792.10","        770.00","        780.20","        782.70","        783.21","    2385247","          1868144861.85","      95988"
"HCLTECH","EQ","14-Sep-2016","        782.70","        784.65","        794.65","        775.00","        778.50","        776.35","        785.10","    1623566","          1274656932.75","      48833"
"HCLTECH","EQ","15-Sep-2016","        776.35","        782.95","        784.50","        775.00","        779.10","        779.00","        779.14","     953499","           742905111.35","      36650"
"HCLTECH","EQ","16-Sep-2016","        779.00","        782.00","        790.95","        774.00","        784.70","        786.35","        781.95","    2159427","          1688573194.30","      61889"
"HCLTECH","EQ","19-Sep-2016","        786.35","        790.00","        798.20","        781.90","        789.00","        789.05","        792.39","    1883283","          1492297436.50","      57886"
"HCLTECH","EQ","20-Sep-2016","        789.05","        794.95","        795.75","        784.50","        792.50","        792.05","        790.49","    1515605","          1198075066.10","      56821"
"HCLTECH","EQ","21-Sep-2016","        792.05","        793.95","        798.00","        788.50","        788.50","        792.60","        794.11","    1403065","          1114185642.15","      65336"
"HCLTECH","EQ","22-Sep-2016","        792.60","        799.00","        799.95","        783.80","        793.00","        788.85","        789.74","    1117361","           882429725.25","      50481"
"HCLTECH","EQ","23-Sep-2016","        788.85","        794.65","        804.00","        792.40","        795.00","        797.25","        799.42","    2605785","          2083124400.05","      79103"
"HCLTECH","EQ","26-Sep-2016","        797.25","        795.05","        796.95","        785.65","        788.00","        788.95","        790.88","    1825995","          1444138354.15","      34719"
"HCLTECH","EQ","27-Sep-2016","        788.95","        788.95","        799.80","        784.00","        797.15","        795.85","        790.92","    1631598","          1290468403.25","      55624"
"HCLTECH","EQ","28-Sep-2016","        795.85","        798.00","        801.90","        790.00","        799.00","        796.30","        796.87","    1533187","          1221757672.80","      56395"
"HCLTECH","EQ","29-Sep-2016","        796.30","        799.00","        804.60","        781.30","        788.00","        791.05","        793.93","    2846344","          2259784567.50","      36859"
"HCLTECH","EQ","30-Sep-2016","        791.05","        797.00","        804.00","        787.00","        800.00","        799.90","        798.07","    1831300","          1461498491.80","      51340"
"HCLTECH","EQ","03-Oct-2016","        799.90","        805.00","        812.00","        794.40","        811.00","        808.60","        802.73","    1516868","          1217632556.30","      62820"
"HCLTECH","EQ","04-Oct-2016","        808.60","        812.50","        821.00","        810.00","        817.20","        818.15","        817.02","    1506687","          1230988259.30","      55822"
"HCLTECH","EQ","05-Oct-2016","        818.15","        818.25","        823.25","        806.25","        815.00","        816.00","        814.31","     798470","           650202069.85","      34096"
"HCLTECH","EQ","06-Oct-2016","        816.00","        816.00","        816.75","        797.20","        803.60","        801.55","        801.49","    1588731","          1273348030.70","      46179"
"HCLTECH","EQ","07-Oct-2016","        801.55","        802.15","        809.45","        785.30","        806.25","        806.55","        797.90","     767927","           612730140.45","      34843"
"HCLTECH","EQ","10-Oct-2016","        806.55","        802.00","        815.85","        802.00","        813.00","        813.00","        810.78","     769244","           623689981.60","      19363"
"HCLTECH","EQ","13-Oct-2016","        813.00","        809.80","        825.10","        790.65","        803.00","        803.30","        801.39","    2076011","          1663703728.85","      62982"
"HCLTECH","EQ","14-Oct-2016","        803.30","        804.00","        822.50","        799.85","        814.00","        812.70","        810.63","    1376193","          1115578512.75","      51550"
"HCLTECH","EQ","17-Oct-2016","        812.70","        817.60","        818.00","        803.00","        811.10","        808.40","        807.24","     740093","           597432742.70","      34684"
"HCLTECH","EQ","18-Oct-2016","        808.40","        812.00","        836.40","        812.00","        833.10","        834.80","        825.58","    1326969","          1095524428.20","      52399"
"HCLTECH","EQ","19-Oct-2016","        834.80","        834.60","        841.65","        826.00","        830.00","        830.55","        831.55","    2139260","          1778904352.15","      51113"
"HCLTECH","EQ","20-Oct-2016","        830.55","        829.55","        833.00","        812.05","        816.40","        815.55","        819.25","    2488727","          2038883442.80","      45013"
"HCLTECH","EQ","21-Oct-2016","        815.55","        823.00","        848.70","        821.25","        830.45","        831.75","        835.67","    5141259","          4296408606.75","      71747"
"HCLTECH","EQ","24-Oct-2016","        831.75","        831.25","        836.90","        808.65","        811.00","        810.65","        811.92","    1707222","          1386131543.50","      53775"
"HCLTECH","EQ","25-Oct-2016","        810.65","        806.75","        811.50","        802.50","        803.50","        804.55","        805.68","    1734565","          1397503849.55","      78941"
"HCLTECH","EQ","26-Oct-2016","        804.55","        801.70","        803.85","        787.60","        790.70","        790.85","        793.86","    1611775","          1279527191.95","      71218"
"HCLTECH","EQ","27-Oct-2016","        790.85","        784.80","        786.65","        771.30","        776.15","        774.30","        775.39","    2025316","          1570413456.35","      70531"
"HCLTECH","EQ","28-Oct-2016","        774.30","        774.15","        781.20","        760.00","        765.00","        763.15","        770.29","    2711466","          2088608439.55","      75308"
"HCLTECH","EQ","30-Oct-2016","        763.15","        770.00","        774.00","        765.00","        767.25","        767.75","        768.19","     141864","           108978256.00","       2908"
"HCLTECH","EQ","01-Nov-2016","        767.75","        771.80","        776.40","        767.00","        773.90","        772.90","        772.05","    1098171","           847838442.00","      58454"
"HCLTECH","EQ","02-Nov-2016","        772.90","        765.00","        773.00","        763.00","        764.40","        764.30","        766.60","    1027083","           787358927.10","      28366"
"HCLTECH","EQ","03-Nov-2016","        764.30","        765.90","        769.25","        760.50","        760.50","        763.10","        764.06","    1203338","           919427919.25","      41791"
"HCLTECH","EQ","04-Nov-2016","        763.10","        763.00","        799.00","        763.00","        793.00","        794.75","        783.60","    2841663","          2226725195.40","      53809"
"HCLTECH","EQ","07-Nov-2016","        794.75","        800.00","        827.50","        794.90","        814.00","        817.20","        814.67","    2993787","          2438938711.70","      58240"
"HCLTECH","EQ","08-Nov-2016","        817.20","        811.00","        815.90","        791.25","        807.50","        809.00","        804.40","    1257371","          1011424387.50","      47875"
"HCLTECH","EQ","09-Nov-2016","        809.00","        765.00","        797.75","        763.15","        789.95","        784.85","        786.83","    2648398","          2083850403.10","      68463"
"HCLTECH","EQ","10-Nov-2016","        784.85","        790.05","        805.80","        776.00","        793.00","        789.65","        792.02","    1822273","          1443270636.65","     123554"
"HCLTECH","EQ","11-Nov-2016","        789.65","        784.85","        793.00","        755.00","        766.65","        764.10","        763.03","    2521761","          1924190453.75","      66879"
"HCLTECH","EQ","15-Nov-2016","        764.10","        765.00","        787.00","        736.00","        761.50","        770.75","        767.55","    2628788","          2017718751.10","      84059"
"HCLTECH","EQ","16-Nov-2016","        770.75","        776.00","        787.95","        764.25","        770.00","        773.85","        776.09","    2281346","          1770519720.10","      50806"
"HCLTECH","EQ","17-Nov-2016","        773.85","        766.00","        776.00","        756.00","        760.60","        760.15","        760.23","    2688419","          2043812815.70","      59938"
"HCLTECH","EQ","18-Nov-2016","        760.15","        757.60","        778.95","        757.60","        761.00","        763.85","        769.74","    1841117","          1417175952.85","      93676"
"HCLTECH","EQ","21-Nov-2016","        763.85","        765.00","        779.50","        755.20","        759.00","        758.35","        766.59","    1077860","           826279233.40","      42075"
"HCLTECH","EQ","22-Nov-2016","        758.35","        765.00","        767.50","        755.05","        762.40","        762.10","        763.14","    1031823","           787430301.75","      41064"
"HCLTECH","EQ","23-Nov-2016","        762.10","        763.00","        768.70","        756.45","        765.05","        763.45","        761.67","     900878","           686175533.50","      30814"
"HCLTECH","EQ","24-Nov-2016","        763.45","        765.00","        772.65","        753.00","        767.15","        767.80","        764.86","    2093744","          1601424002.65","      76798"
"HCLTECH","EQ","25-Nov-2016","        767.80","        771.95","        812.00","        770.05","        799.25","        801.95","        798.51","    2738666","          2186857178.05","      84767"
"HCLTECH","EQ","28-Nov-2016","        801.95","        806.00","        811.15","        790.35","        805.00","        806.05","        804.12","    1516524","          1219469760.75","      34782"
"HCLTECH","EQ","29-Nov-2016","        806.05","        806.00","        813.70","        799.30","        808.35","        805.30","        807.26","     823680","           664920326.40","      33410"
"HCLTECH","EQ","30-Nov-2016","        805.30","        810.00","        810.45","        798.00","        805.00","        803.80","        803.68","    1531730","          1231027854.65","      57310"
"HCLTECH","EQ","01-Dec-2016","        803.80","        803.90","        806.50","        792.00","        804.60","        803.10","        799.03","    1256375","          1003878243.00","      36374"
"HCLTECH","EQ","02-Dec-2016","        803.10","        801.70","        816.90","        790.00","        790.10","        793.60","        805.40","    1051697","           847036045.90","      54030"
"HCLTECH","EQ","05-Dec-2016","        793.60","        789.55","        801.45","        782.20","        797.40","        793.40","        791.28","     753658","           596358235.15","      20638"
"HCLTECH","EQ","06-Dec-2016","        793.40","        798.00","        801.50","        778.40","        779.35","        780.90","        789.32","     778814","           614732083.20","      35223"
"HCLTECH","EQ","07-Dec-2016","        780.90","        786.70","        789.10","        771.10","        788.70","        785.35","        783.54","     810851","           635334342.50","      37284"
"HCLTECH","EQ","08-Dec-2016","        785.35","        789.00","        797.00","        783.00","        795.40","        794.85","        792.35","    1031818","           817560304.40","      44713"
"HCLTECH","EQ","09-Dec-2016","        794.85","        797.00","        805.90","        783.25","        802.50","        803.30","        800.48","    1349777","          1080464895.65","      44787"
"HCLTECH","EQ","12-Dec-2016","        803.30","        796.00","        803.55","        790.65","        800.05","        799.80","        798.32","    1505531","          1201891926.95","      73606"
"HCLTECH","EQ","13-Dec-2016","        799.80","        801.05","        803.90","        791.20","        801.00","        800.95","        796.78","     938976","           748158279.85","      58100"
"HCLTECH","EQ","14-Dec-2016","        800.95","        806.10","        824.30","        796.25","        822.00","        820.80","        814.67","    1860577","          1515750718.15","      80698"
"HCLTECH","EQ","15-Dec-2016","        820.80","        822.00","        840.00","        822.00","        830.00","        832.15","        833.52","    2800815","          2334542165.20","      86562"
"HCLTECH","EQ","16-Dec-2016","        832.15","        835.80","        835.80","        815.20","        820.60","        820.60","        820.97","    1316441","          1080757646.10","      49244"
"HCLTECH","EQ","19-Dec-2016","        820.60","        820.60","        826.90","        815.00","        826.00","        824.70","        822.45","    1074079","           883376908.50","      37947"
"HCLTECH","EQ","20-Dec-2016","        824.70","        825.00","        834.15","        824.35","        831.80","        830.15","        829.94","    1402284","          1163811033.40","      62031"
"HCLTECH","EQ","21-Dec-2016","        830.15","        835.00","        836.80","        816.30","        819.00","        820.80","        826.82","    1031894","           853195307.70","      53689"
"HCLTECH","EQ","22-Dec-2016","        820.80","        818.30","        822.90","        806.00","        815.20","        817.10","        814.57","     791257","           644536634.10","      20271"
"HCLTECH","EQ","23-Dec-2016","        817.10","        816.00","        816.00","        791.00","        797.25","        793.75","        800.24","    1452634","          1162462866.40","      37147"
"HCLTECH","EQ","26-Dec-2016","        793.75","        791.90","        797.80","        783.30","        788.35","        790.40","        791.90","     558575","           442336730.20","      22196"
"HCLTECH","EQ","27-Dec-2016","        790.40","        788.90","        809.90","        787.00","        804.00","        804.85","        801.95","     505709","           405551308.75","      25032"
"HCLTECH","EQ","28-Dec-2016","        804.85","        810.00","        817.75","        804.15","        809.70","        807.05","        811.81","     717216","           582245017.00","      42783"
"HCLTECH","EQ","29-Dec-2016","        807.05","        807.10","        824.90","        805.30","        823.00","        819.35","        818.83","    1780001","          1457527048.90","      79405"
"HCLTECH","EQ","30-Dec-2016","        819.35","        822.00","        830.00","        814.90","        825.20","        827.95","        825.08","    1025942","           846488974.70","      50825"
"HCLTECH","EQ","02-Jan-2017","        827.95","        823.00","        834.00","        822.30","        825.75","        828.50","        830.02","     421243","           349640715.30","      18472"
"HCLTECH","EQ","03-Jan-2017","        828.50","        831.00","        837.00","        823.50","        835.05","        835.15","        833.10","     718533","           598610947.30","      29583"
"HCLTECH","EQ","04-Jan-2017","        835.15","        835.55","        860.00","        833.05","        859.30","        856.95","        851.42","    2116878","          1802347655.65","      74651"
"HCLTECH","EQ","05-Jan-2017","        856.95","        860.00","        869.75","        840.10","        844.55","        844.65","        857.14","    2078807","          1781837540.75","      66284"
"HCLTECH","EQ","06-Jan-2017","        844.65","        835.00","        840.30","        806.75","        813.50","        814.40","        816.81","    2795799","          2283641427.35","      63347"
"HCLTECH","EQ","09-Jan-2017","        814.40","        806.50","        840.15","        805.95","        835.20","        838.30","        827.04","    1919794","          1587752959.50","      77553"
"HCLTECH","EQ","10-Jan-2017","        838.30","        842.70","        844.00","        834.50","        837.00","        837.85","        838.20","    1306967","          1095504193.90","      56683"
"HCLTECH","EQ","11-Jan-2017","        837.85","        839.50","        844.50","        826.75","        830.05","        833.25","        833.68","    1383056","          1153029227.20","      61387"
"HCLTECH","EQ","12-Jan-2017","        833.25","        830.05","        849.90","        830.05","        846.05","        847.70","        843.95","    1645278","          1388530872.50","      61451"
"HCLTECH","EQ","13-Jan-2017","        847.70","        850.20","        857.95","        838.60","        845.15","        850.25","        850.00","    2286999","          1943949867.60","      83673"
"HCLTECH","EQ","16-Jan-2017","        850.25","        847.90","        847.90","        826.80","        828.40","        830.55","        834.05","    1214669","          1013091752.35","      33513"
"HCLTECH","EQ","17-Jan-2017","        830.55","        827.00","        843.50","        827.00","        835.60","        837.75","        836.37","    2049631","          1714243931.55","      29226"
"HCLTECH","EQ","18-Jan-2017","        837.75","        837.50","        845.55","        836.25","        845.00","        844.05","        841.83","    1084391","           912872873.50","      43522"
"HCLTECH","EQ","19-Jan-2017","        844.05","        844.00","        851.45","        837.60","        840.15","        844.15","        843.66","    1056038","           890941588.60","      43207"
"HCLTECH","EQ","20-Jan-2017","        844.15","        840.00","        845.00","        833.70","        835.25","        838.75","        839.75","    1109895","           932039532.95","      34452"
"HCLTECH","EQ","23-Jan-2017","        838.75","        834.00","        860.50","        828.00","        858.75","        857.30","        850.62","    1984508","          1688057848.70","      54386"
"HCLTECH","EQ","24-Jan-2017","        857.30","        842.00","        854.00","        826.90","        845.20","        848.80","        844.89","    3695312","          3122148547.55","     110340"
"HCLTECH","EQ","25-Jan-2017","        848.80","        853.00","        857.30","        837.55","        838.65","        841.25","        846.98","    1927869","          1632866675.80","      57298"
"HCLTECH","EQ","27-Jan-2017","        841.25","        844.00","        849.90","        840.65","        841.25","        844.20","        844.97","    1349564","          1140346525.35","      43849"
"HCLTECH","EQ","30-Jan-2017","        844.20","        831.10","        842.40","        828.10","        840.30","        840.25","        836.55","     949534","           794335974.10","      34703"
"HCLTECH","EQ","31-Jan-2017","        840.25","        835.25","        837.30","        787.10","        804.70","        811.15","        809.83","    4822547","          3905423713.45","     116281"
"HCLTECH","EQ","01-Feb-2017","        811.15","        805.00","        819.50","        778.65","        812.00","        813.95","        792.96","    4516615","          3581513590.45","     136713"
"HCLTECH","EQ","02-Feb-2017","        813.95","        814.00","        834.10","        810.15","        822.50","        827.15","        824.55","    1880043","          1550185967.45","      76103"
"HCLTECH","EQ","03-Feb-2017","        827.15","        825.00","        835.70","        816.85","        832.00","        830.75","        826.46","    1128529","           932682776.15","      36229"
"HCLTECH","EQ","06-Feb-2017","        830.75","        835.00","        836.50","        816.60","        825.00","        824.10","        823.99","    1092538","           900235770.60","      48534"
"HCLTECH","EQ","07-Feb-2017","        824.10","        824.00","        827.70","        812.00","        814.40","        815.70","        819.89","    1302540","          1067939901.75","      58802"
"HCLTECH","EQ","08-Feb-2017","        815.70","        819.00","        819.05","        804.75","        808.85","        808.50","        810.88","    1412405","          1145288953.40","      32780"
"HCLTECH","EQ","09-Feb-2017","        808.50","        810.95","        822.30","        802.05","        819.80","        819.70","        815.80","    1565134","          1276830438.50","      60458"
"HCLTECH","EQ","10-Feb-2017","        819.70","        822.10","        830.00","        812.30","        829.90","        828.40","        823.91","    1775497","          1462855641.35","      46490"
"HCLTECH","EQ","13-Feb-2017","        828.40","        831.00","        833.65","        821.00","        825.90","        827.30","        826.86","     604628","           499941798.05","      25643"
"HCLTECH","EQ","14-Feb-2017","        827.30","        829.20","        834.45","        824.50","        831.95","        832.00","        830.75","    1123252","           933143460.50","      54170"
"HCLTECH","EQ","15-Feb-2017","        832.00","        832.00","        838.60","        822.60","        830.50","        830.30","        832.57","     997883","           830803049.90","      36136"
"HCLTECH","EQ","16-Feb-2017","        830.30","        827.25","        846.90","        827.25","        844.75","        845.00","        841.28","    1720661","          1447552616.90","      48848"
"HCLTECH","EQ","17-Feb-2017","        845.00","        850.00","        850.00","        831.10","        839.05","        839.25","        838.23","    1039851","           871633254.70","      43887"
"HCLTECH","EQ","20-Feb-2017","        839.25","        842.00","        847.00","        837.25","        846.80","        844.00","        842.15","     665504","           560455923.10","      36559"
"HCLTECH","EQ","21-Feb-2017","        844.00","        844.10","        862.50","        844.10","        849.00","        851.30","        855.93","    1537048","          1315602768.45","      42063"
"HCLTECH","EQ","22-Feb-2017","        851.30","        852.30","        865.00","        830.55","        833.05","        834.20","        850.60","    1743670","          1483174029.95","      71753"
"HCLTECH","EQ","23-Feb-2017","        834.20","        835.00","        851.00","        835.00","        839.90","        842.85","        843.74","    3388092","          2858682019.45","      67254"
"HCLTECH","EQ","27-Feb-2017","        842.85","        844.90","        851.35","        836.05","        840.80","        839.95","        844.59","    1192619","          1007277465.75","      37840"
"HCLTECH","EQ","28-Feb-2017","        839.95","        844.00","        846.00","        835.85","        839.50","        840.10","        839.79","    1143055","           959926399.70","      62229"
"HCLTECH","EQ","01-Mar-2017","        840.10","        843.00","        851.00","        839.55","        846.60","        849.10","        847.21","    1096847","           929259045.10","      38342"
"HCLTECH","EQ","02-Mar-2017","        849.10","        850.00","        853.50","        839.30","        839.30","        843.75","        847.30","     867846","           735322106.35","      32385"
"HCLTECH","EQ","03-Mar-2017","        843.75","        844.00","        854.80","        835.15","        850.40","        852.90","        846.62","     856232","           724903298.15","      26372"
"HCLTECH","EQ","06-Mar-2017","        852.90","        850.70","        867.70","        846.10","        854.00","        855.55","        858.12","    1542308","          1323479132.40","      41162"
"HCLTECH","EQ","07-Mar-2017","        855.55","        861.70","        861.70","        852.20","        856.00","        857.35","        856.59","     747022","           639894944.10","      33535"
"HCLTECH","EQ","08-Mar-2017","        857.35","        857.00","        858.00","        844.25","        847.30","        847.70","        848.44","     729264","           618739351.15","      41668"
"HCLTECH","EQ","09-Mar-2017","        847.70","        854.00","        854.00","        842.35","        845.00","        844.35","        845.46","     766917","           648399677.75","      47709"
"HCLTECH","EQ","10-Mar-2017","        844.35","        849.35","        858.00","        840.90","        846.00","        846.35","        848.04","     706308","           598979525.45","      35189"
"HCLTECH","EQ","14-Mar-2017","        846.35","        865.00","        865.00","        850.00","        852.00","        853.60","        855.19","    1585864","          1356210127.00","      60861"
"HCLTECH","EQ","15-Mar-2017","        853.60","        850.50","        855.90","        837.25","        841.15","        842.90","        842.03","    1239266","          1043497053.10","      41176"
"HCLTECH","EQ","16-Mar-2017","        842.90","        860.80","        863.90","        849.60","        857.00","        855.40","        854.96","    1845233","          1577599247.20","      56060"
"HCLTECH","EQ","17-Mar-2017","        855.40","        857.25","        871.00","        853.00","        866.05","        865.75","        865.13","    1993510","          1724635749.15","      47266"
"HCLTECH","EQ","20-Mar-2017","        865.75","        871.95","        879.00","        861.15","        864.00","        864.35","        869.24","    1696484","          1474655235.45","      59035"
"HCLTECH","EQ","21-Mar-2017","        864.35","        865.00","        874.40","        851.95","        859.50","        859.30","        863.25","    3683257","          3179586912.45","      60255"
"HCLTECH","EQ","22-Mar-2017","        859.30","        850.70","        874.70","        848.50","        870.00","        872.75","        869.22","    1682118","          1462127414.80","      53226"
"HCLTECH","EQ","23-Mar-2017","        872.75","        871.05","        880.00","        868.95","        876.00","        876.65","        875.57","    1424139","          1246929594.95","      40534"
"HCLTECH","EQ","24-Mar-2017","        876.65","        872.30","        876.50","        871.15","        873.50","        873.05","        872.96","     875510","           764288273.50","      39203"
"HCLTECH","EQ","27-Mar-2017","        873.05","        868.00","        873.20","        847.05","        851.65","        852.15","        858.73","    1176930","          1010661944.80","      33580"
"HCLTECH","EQ","28-Mar-2017","        852.15","        855.55","        870.75","        852.15","        860.00","        859.90","        863.72","     898111","           775720583.05","      45065"
"HCLTECH","EQ","29-Mar-2017","        859.90","        865.40","        879.50","        859.60","        874.00","        877.60","        869.01","    2121269","          1843409354.75","      94223"
"HCLTECH","EQ","30-Mar-2017","        877.60","        870.00","        881.70","        865.05","        870.00","        875.85","        874.66","    1463739","          1280273302.50","      70770"
"HCLTECH","EQ","31-Mar-2017","        875.85","        884.00","        890.15","        867.00","        876.00","        874.75","        873.10","    2157290","          1883532443.85","      98561"
"HCLTECH","EQ","03-Apr-2017","        874.75","        874.10","        878.25","        858.50","        864.90","        866.25","        865.58","     937377","           811374325.40","      43166"
"HCLTECH","EQ","05-Apr-2017","        866.25","        869.00","        869.00","        846.40","        848.00","        850.50","        855.43","    1789353","          1530673461.65","     106860"
"HCLTECH","EQ","06-Apr-2017","        850.50","        848.00","        856.55","        847.00","        852.00","        853.50","        853.31","    1044905","           891631799.45","      48321"
"HCLTECH","EQ","07-Apr-2017","        853.50","        853.90","        858.60","        846.90","        849.75","        849.30","        851.02","    1029887","           876456508.60","      41740"
"HCLTECH","EQ","10-Apr-2017","        849.30","        849.00","        857.50","        831.00","        833.25","        833.05","        842.49","     742543","           625581827.75","      38355"
"HCLTECH","EQ","11-Apr-2017","        833.05","        835.00","        838.00","        826.00","        835.00","        833.80","        830.38","    1310273","          1088020163.60","      66693"
"HCLTECH","EQ","12-Apr-2017","        833.80","        831.35","        834.95","        827.00","        830.20","        831.65","        831.43","     655944","           545371845.90","      40731"
"HCLTECH","EQ","13-Apr-2017","        831.65","        832.50","        832.50","        805.40","        812.05","        809.10","        817.43","    1146682","           937328208.50","      58576"
"HCLTECH","EQ","17-Apr-2017","        809.10","        800.15","        817.50","        800.15","        810.50","        810.80","        811.99","     702047","           570052403.40","      25882"
"HCLTECH","EQ","18-Apr-2017","        810.80","        812.00","        819.95","        804.00","        804.90","        808.05","        815.62","    1014282","           827266500.25","      42676"
"HCLTECH","EQ","19-Apr-2017","        808.05","        806.50","        819.55","        803.95","        809.00","        808.60","        812.40","    1318100","          1070829121.75","      83261"
"HCLTECH","EQ","20-Apr-2017","        808.60","        810.75","        815.90","        808.60","        814.50","        814.90","        812.40","     539804","           438537919.70","      35804"
"HCLTECH","EQ","21-Apr-2017","        814.90","        817.00","        821.45","        807.80","        811.00","        812.75","        812.50","     890155","           723254518.70","      41719"
"HCLTECH","EQ","24-Apr-2017","        812.75","        813.00","        824.00","        809.25","        819.25","        819.55","        818.25","     686984","           562126101.55","      28705"
"HCLTECH","EQ","25-Apr-2017","        819.55","        824.00","        825.85","        813.60","        818.00","        819.95","        820.29","    1097301","           900102016.55","      34699"
"HCLTECH","EQ","26-Apr-2017","        819.95","        821.90","        822.00","        796.55","        801.00","        800.25","        807.04","     959124","           774049998.25","      49381"
"HCLTECH","EQ","27-Apr-2017","        800.25","        797.00","        820.00","        796.20","        809.95","        809.70","        809.90","    2820167","          2284059029.00","      94528"
"HCLTECH","EQ","28-Apr-2017","        809.70","        812.90","        820.00","        799.75","        816.15","        814.10","        809.90","    1397069","          1131489458.90","      38736"
"HCLTECH","EQ","02-May-2017","        814.10","        816.15","        825.45","        811.70","        822.10","        822.05","        821.00","     861366","           707179486.15","      46267"
"HCLTECH","EQ","03-May-2017","        822.05","        824.95","        837.50","        821.00","        836.00","        835.10","        831.45","     994932","           827233218.90","      27341"
"HCLTECH","EQ","04-May-2017","        835.10","        836.10","        842.60","        808.15","        815.85","        818.00","        820.60","    1379248","          1131805391.25","      36997"
"HCLTECH","EQ","05-May-2017","        818.00","        820.95","        832.00","        814.30","        828.00","        829.60","        824.66","     928408","           765617982.95","      39184"
"HCLTECH","EQ","08-May-2017","        829.60","        829.85","        845.00","        825.70","        842.00","        840.20","        835.77","     790817","           660943809.35","      55658"
"HCLTECH","EQ","09-May-2017","        840.20","        845.00","        854.85","        839.95","        849.00","        849.75","        849.48","     907261","           770699490.90","      35511"
"HCLTECH","EQ","10-May-2017","        849.75","        848.75","        850.90","        838.10","        841.10","        843.60","        843.31","     757706","           638982329.05","      28754"
"HCLTECH","EQ","11-May-2017","        843.60","        857.80","        858.80","        835.60","        841.45","        838.70","        843.14","    3514917","          2963566864.40","      88032"
"HCLTECH","EQ","12-May-2017","        838.70","        840.00","        848.20","        839.05","        847.50","        847.65","        844.58","    1647701","          1391621133.90","      40459"
"HCLTECH","EQ","15-May-2017","        847.65","        848.50","        850.00","        845.00","        847.05","        848.55","        848.03","     687573","           583084609.80","      29220"
"HCLTECH","EQ","16-May-2017","        848.55","        850.00","        856.10","        848.05","        849.45","        849.60","        850.72","    2974402","          2530396007.00","      53670"
"HCLTECH","EQ","17-May-2017","        849.60","        852.00","        855.30","        842.20","        853.95","        853.55","        848.96","    1373559","          1166099804.85","      46317"
"HCLTECH","EQ","18-May-2017","        853.55","        850.85","        872.25","        844.25","        845.65","        848.40","        858.17","    3658681","          3139776031.15","      58110"
"HCLTECH","EQ","19-May-2017","        848.40","        853.00","        854.50","        844.10","        845.00","        844.70","        846.76","    1448031","          1226127530.30","      74734"
"HCLTECH","EQ","22-May-2017","        844.70","        850.00","        862.25","        848.00","        859.00","        857.45","        856.62","    2892269","          2477562579.25","      75004"
"HCLTECH","EQ","23-May-2017","        857.45","        863.00","        870.80","        859.15","        864.85","        864.90","        864.34","    3213521","          2777568213.65","     104052"
"HCLTECH","EQ","24-May-2017","        864.90","        854.90","        857.95","        840.00","        852.25","        854.85","        850.20","    2016518","          1714447587.05","      74903"
"HCLTECH","EQ","25-May-2017","        854.85","        860.25","        867.50","        852.60","        859.00","        859.60","        860.43","    2948039","          2536574986.75","      66734"
"HCLTECH","EQ","26-May-2017","        859.60","        857.70","        866.00","        855.45","        858.05","        859.10","        860.31","    1302415","          1120478486.25","      74293"
"HCLTECH","EQ","29-May-2017","        859.10","        858.90","        872.00","        851.45","        864.90","        864.45","        864.11","    1843315","          1592819376.25","      42028"
"HCLTECH","EQ","30-May-2017","        864.45","        864.45","        871.95","        852.95","        870.00","        868.15","        863.00","    1413415","          1219779595.30","      43911"
"HCLTECH","EQ","31-May-2017","        868.15","        864.10","        869.30","        858.25","        860.00","        864.25","        864.74","    2873557","          2484885688.85","     103671"
"HCLTECH","EQ","01-Jun-2017","        864.25","        863.00","        871.00","        859.15","        863.00","        862.25","        864.48","     921583","           796692565.20","      49078"
"HCLTECH","EQ","02-Jun-2017","        862.25","        862.80","        869.70","        853.70","        857.00","        857.90","        862.84","    1111787","           959298154.90","      24197"
"HCLTECH","EQ","05-Jun-2017","        857.90","        856.00","        866.90","        856.00","        858.00","        858.70","        859.55","    1408309","          1210517223.25","      41790"
"HCLTECH","EQ","06-Jun-2017","        858.70","        875.50","        909.60","        866.10","        887.65","        889.45","        892.48","    6626885","          5914393113.35","     137280"
"HCLTECH","EQ","07-Jun-2017","        889.45","        893.35","        894.90","        864.55","        879.00","        880.50","        878.96","    3366974","          2959438851.05","      90381"
"HCLTECH","EQ","08-Jun-2017","        880.50","        880.00","        880.40","        865.00","        866.00","        868.35","        869.84","    1415310","          1231089911.90","      39217"
"HCLTECH","EQ","09-Jun-2017","        868.35","        866.55","        872.90","        856.60","        859.20","        860.75","        864.40","    1350514","          1167384981.15","      52094"
