"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"HCLTECH","EQ","12-Jun-2017","        860.75","        862.80","        868.65","        852.05","        867.40","        865.55","        860.98","    1032713","           889143481.25","      32381"
"HCLTECH","EQ","13-Jun-2017","        865.55","        862.00","        864.90","        842.30","        846.00","        847.15","        853.59","    1243895","          1061780770.80","      64083"
"HCLTECH","EQ","14-Jun-2017","        847.15","        849.50","        856.05","        841.00","        852.60","        853.65","        847.61","     900768","           763499121.50","      48505"
"HCLTECH","EQ","15-Jun-2017","        853.65","        853.00","        853.00","        841.50","        845.70","        844.40","        843.65","    1773645","          1496329770.50","      45959"
"HCLTECH","EQ","16-Jun-2017","        844.40","        842.00","        847.00","        835.00","        836.65","        839.00","        838.42","    1912330","          1603342536.75","      62033"
"HCLTECH","EQ","19-Jun-2017","        839.00","        839.50","        845.90","        830.30","        845.20","        842.50","        837.90","     845428","           708386681.45","      41612"
"HCLTECH","EQ","20-Jun-2017","        842.50","        845.00","        855.05","        843.00","        854.15","        854.25","        851.26","    1041129","           886267446.05","      40333"
"HCLTECH","EQ","21-Jun-2017","        854.25","        854.00","        854.00","        838.10","        843.00","        843.45","        842.68","     909654","           766550383.75","      41735"
"HCLTECH","EQ","22-Jun-2017","        843.45","        849.00","        854.00","        836.20","        847.15","        849.15","        847.68","    1447792","          1227258695.90","      43686"
"HCLTECH","EQ","23-Jun-2017","        849.15","        850.00","        858.00","        842.35","        851.00","        851.85","        851.38","    1080944","           920289300.55","      37357"
"HCLTECH","EQ","27-Jun-2017","        851.85","        852.00","        859.00","        833.20","        836.00","        840.20","        847.85","    1092395","           926186598.40","      55938"
"HCLTECH","EQ","28-Jun-2017","        840.20","        838.50","        857.25","        833.30","        846.05","        848.40","        848.27","    1238382","          1050482877.70","      42324"
"HCLTECH","EQ","29-Jun-2017","        848.40","        851.90","        857.00","        842.50","        849.50","        847.60","        847.86","    1492110","          1265105373.25","      36773"
"HCLTECH","EQ","30-Jun-2017","        847.60","        848.45","        855.95","        838.40","        851.40","        850.90","        847.11","    1128557","           956013821.95","      43676"
"HCLTECH","EQ","03-Jul-2017","        850.90","        852.00","        853.95","        832.30","        839.80","        838.15","        837.27","    1976838","          1655149381.00","      82542"
"HCLTECH","EQ","04-Jul-2017","        838.15","        848.40","        849.95","        838.00","        841.10","        841.55","        842.09","     990750","           834302970.05","      25566"
"HCLTECH","EQ","05-Jul-2017","        841.55","        839.00","        841.20","        835.10","        838.00","        837.50","        838.40","    1210254","          1014681423.80","      53663"
"HCLTECH","EQ","06-Jul-2017","        837.50","        840.00","        842.40","        835.70","        840.55","        840.65","        839.68","     686530","           576465234.85","      20490"
"HCLTECH","EQ","07-Jul-2017","        840.65","        840.50","        840.50","        828.80","        832.00","        831.90","        832.01","    1151617","           958153517.90","      43966"
"HCLTECH","EQ","10-Jul-2017","        831.90","        834.00","        856.85","        830.10","        848.55","        849.65","        846.64","     234294","           198361677.00","       4274"
"HCLTECH","EQ","11-Jul-2017","        849.65","        845.65","        869.00","        845.65","        850.00","        850.65","        858.00","    1496700","          1284163046.30","      37920"
"HCLTECH","EQ","12-Jul-2017","        850.65","        850.10","        858.50","        846.05","        856.05","        854.00","        851.00","     602978","           513136503.45","      44329"
"HCLTECH","EQ","13-Jul-2017","        854.00","        856.10","        863.90","        855.50","        859.50","        858.60","        860.37","     956409","           822867012.65","      31337"
"HCLTECH","EQ","14-Jul-2017","        858.60","        860.00","        860.40","        845.05","        850.00","        850.35","        850.17","     644058","           547559041.45","      26324"
"HCLTECH","EQ","17-Jul-2017","        850.35","        849.00","        870.00","        843.90","        868.95","        868.10","        862.84","     909007","           784324063.70","      49203"
"HCLTECH","EQ","18-Jul-2017","        868.10","        869.10","        884.30","        868.35","        880.25","        880.70","        877.38","     988689","           867451637.40","      46488"
"HCLTECH","EQ","19-Jul-2017","        880.70","        885.00","        899.60","        885.00","        898.70","        895.40","        893.51","    1456444","          1301353545.90","      45301"
"HCLTECH","EQ","20-Jul-2017","        895.40","        899.00","        899.00","        882.40","        884.00","        885.65","        887.64","     806884","           716225383.50","      22321"
"HCLTECH","EQ","21-Jul-2017","        885.65","        884.00","        908.00","        884.00","        902.60","        904.95","        902.72","    1241810","          1121006710.15","      37012"
"HCLTECH","EQ","24-Jul-2017","        904.95","        904.95","        912.00","        901.20","        902.20","        907.40","        907.31","    1502220","          1362984733.30","      38823"
"HCLTECH","EQ","25-Jul-2017","        907.40","        902.00","        904.90","        886.00","        897.00","        895.05","        892.63","    1792333","          1599893298.15","      66968"
"HCLTECH","EQ","26-Jul-2017","        895.05","        893.00","        903.50","        884.00","        888.00","        892.70","        892.50","    1511857","          1349333847.80","      33807"
"HCLTECH","EQ","27-Jul-2017","        892.70","        903.00","        928.00","        885.35","        899.00","        890.25","        907.89","    4659826","          4230615153.75","      79071"
"HCLTECH","EQ","28-Jul-2017","        890.25","        888.00","        896.90","        841.00","        891.00","        893.10","        886.22","    1521381","          1348272744.25","      43090"
"HCLTECH","EQ","31-Jul-2017","        893.10","        888.00","        898.00","        878.45","        890.60","        892.90","        887.99","     947283","           841177479.65","      44889"
"HCLTECH","EQ","01-Aug-2017","        892.90","        889.00","        898.00","        878.00","        888.00","        884.20","        882.67","    1332277","          1175963943.60","      49241"
"HCLTECH","EQ","02-Aug-2017","        884.20","        888.00","        893.00","        876.90","        881.00","        882.00","        887.56","     829090","           735865722.40","      33291"
"HCLTECH","EQ","03-Aug-2017","        882.00","        882.20","        884.40","        870.95","        875.30","        875.75","        876.27","    1272005","          1114619376.05","      69279"
"HCLTECH","EQ","04-Aug-2017","        875.75","        875.00","        894.50","        873.10","        888.80","        890.65","        886.68","     570710","           506036988.40","      43754"
"HCLTECH","EQ","07-Aug-2017","        890.65","        890.00","        894.70","        881.40","        886.00","        886.00","        885.86","     823485","           729488682.65","      36779"
"HCLTECH","EQ","08-Aug-2017","        886.00","        882.60","        885.40","        876.10","        882.50","        882.00","        880.98","     865948","           762886364.40","      42682"
"HCLTECH","EQ","09-Aug-2017","        882.00","        871.00","        884.65","        871.00","        879.45","        878.75","        879.13","     535846","           471076167.55","      31193"
"HCLTECH","EQ","10-Aug-2017","        878.75","        873.05","        886.00","        870.80","        886.00","        882.90","        878.84","     846537","           743974435.45","      46646"
"HCLTECH","EQ","11-Aug-2017","        882.90","        878.10","        889.20","        864.55","        871.00","        872.30","        872.03","    1692430","          1475851752.50","      71544"
"HCLTECH","EQ","14-Aug-2017","        872.30","        873.00","        878.40","        856.05","        862.00","        860.10","        867.49","     404049","           350507672.00","      21082"
"HCLTECH","EQ","16-Aug-2017","        860.10","        864.00","        868.65","        851.00","        866.90","        864.50","        858.44","    1125005","           965749561.95","      29381"
"HCLTECH","EQ","17-Aug-2017","        864.50","        872.40","        875.10","        860.75","        873.35","        871.40","        870.10","     801175","           697099249.40","      33883"
"HCLTECH","EQ","18-Aug-2017","        871.40","        873.85","        884.70","        863.55","        876.00","        876.25","        877.21","    1064955","           934185147.35","      52276"
"HCLTECH","EQ","21-Aug-2017","        876.25","        877.75","        885.00","        870.20","        871.50","        874.05","        877.87","     669837","           588030523.35","      33935"
"HCLTECH","EQ","22-Aug-2017","        874.05","        881.00","        886.25","        873.30","        877.30","        875.85","        879.98","     753231","           662830748.35","      41372"
"HCLTECH","EQ","23-Aug-2017","        875.85","        877.90","        882.95","        863.00","        882.50","        880.00","        872.47","     754889","           658618373.50","      36863"
"HCLTECH","EQ","24-Aug-2017","        880.00","        884.00","        884.00","        866.00","        866.20","        867.50","        872.27","     812123","           708389160.95","      42616"
